13	202 116 220 197 162 207 8 69 156 150 120 191 221 222 198 160 27 223 28 84 224 71 158 78 87
49	54 41 146
47	225
43 65	101 16 89 41 77 78
36 0	148 149 226 227
62	228 36
81 40 14	116 207 24 8 156 22 150 2 38 27 83 28 30 85 87
31	0 161 23 103 229 1 24 101 230 152 44 2 231 212 4 38 232 166 6 7
82 4 0	15 24 80 37 78 18 46
5	116 117 51 108 15 119 30 233 164
7 6 359	89 25 49 234
54 55 23 14 83 66	32 116 15 24 80 33 41 204 37 17
84 44 85 0	15 100 112 38 203 102 49 71
0	15 130 131 46
5	235 156 67 120 236 30 158
23	156 27 111
35	109 237 118 92 238 83 78
86 359 66	32 63 239
15	15 195 60 17
24	32 116 54 24 69 16 80 120 68 33 41 38 77 204 30 85 94 78 61 87
36 14 0	85
87	101 89 44 38 7
51	165 125 127 83 60
359 0	148 23 100 118 240 2 166 102
67 16	15 241 8 242 88 38 60 131
88	126 243 130 131 46
10	116 28 94
54 55 47 82 67 89 6 16 4	0 116 15 16 67 89 37
90	100 113 102 115
53	11 100 101 89 206 27 244 195 60 102 50
40 91	15 207 245 27 223 87
92	241 60 131
359	246 148 103 15 91 68 38
14	116 15 207 8 156 16 80 68 38 27 28 30 111 78
5	124 15 207 77 60 130 48 176 78
47 16 0	100 169 48 85 102
7 60 8	38
10 48	99 51 54 33 7
16	55 15 44 41
30	52 15 118 16 189 89 68
36	118 93 133 129
93	88 38 218 27 76 134
14	73 92
35 26	118 143 83 60
67	247
39	51 15 85 248
14 2	116 100 24 88 85 102 234 66
35	108 16 172
8	15 249 155 234 46
39 94 49 13	51 71 248
42	120 113 115
95	15 16 250 251 68 210 38 252 138 248 253 66
6	25 38 36
49	54 8 57 41
5	116 15 24 118 156 75 68 41 84 78
29 0	118
96	207 73 16 254 44 255 243 28 85
97	256 257 258 36
94	15 38 76 71 17 46
5	162 24 69 120 147 191 259 182 84 85
42	15 8 118 147
24	260 78
27	118 120 30
98	144 69 159 239 77 48
8	67 25 61
17	32 219 16 189 261 137 10 248
45 11 359	12 15 67 17 46
7	15 189 38 249
67 89 99 2	202 32 116 262 101 16 189 112 68 159 263 66
27 63 14 69 20	32 116 15 118 41 143 160 27 83 204
33	8 101 16 67 89 112 38 26 60 49 71 78 234 264
93	151 16 106
7 67 89 0 30	189 185 68 137 84 17 66
100	116 54 15 118 16 91 110 41 211 59 27 83 78 18
101	32 15 24 90 89 80 41 27 85
14 16 0	8 67 39 40 254 88 153 58 265 122 266 42 60 130 48 85 86 50
8 0	51 100 203 27 10 102 71
3	15 100 147 102
35	16 185 137 160
14	116 83
102	32 108 149 267 15 24 16 68 63 227
27 16	161 156 268 114 269
76	124 125 90 130
14	124 108 60 270
84	95
6	15 8 189 147 49
24 15	130 48
14 0	271 256 80 88 58 272 130 48 131 85 86 46 273
37	274 41 133 275 46
24	124 73 209 171 130 131
5	276 162 169 16 67 171 112 120 191 77 277 78
3	103 15 101 89 80 44 38 203 76 49 45
103 104 5	52 15 24 118 278 279
54 359	32 15 81 33 83 87 46
47	116 108 15 90 41 211 59 61 18
52	119 216 81 120 280 27 78
5	219 101 89 38 49 78
85	165 40 153 83 60
42 0	100 133 76 102
14 69	117 15 119 216 75 41 121 83 78 17
5	24 69 118 119 216 120 191 121 30 17 164
47	161 79 15 142 90 81 41 82 59 27 85 94 17
0	95 281 192
94 3 49 4	15 41 38 85 71
7	147
14 20	116 15 118 41
105 60	116 189 84
7	15 101 89 25 38 59
67 23 16 13	202 32 116 282 15 24 101 16 89 191 38 187 30 277 71 17 87
12	28
98	15 41 85
67 89 106 26	32 116 15 24 68 27 28 87
103 107 29	219 116 108 15 147 283 278 83 223 284 111 279 78 18
108 26	108 285 90 286 184 287 22 75 33 288 258 35 193 227 83 77 111 78 87
83	15 67 74 25 38 49 71 45
109	153 48
23 0	32 124 73 171 33
5	8 67 41 111 78
39 14	118 85
35 57	289
110	202 108 15 101 41 17
51	15 80 38 85 86 248 17 66
16	67 56 58 60 48 49 50
6	15 100 8 38 102 46
31	15 100 152 254 2 85 102 37 46
26	290 291 160 27 247 292
55 65 82 77 13 4 20	15 100 90 118 67 89 27 85 102 18
52	0 19 124 54 95 125 40 21 60 48 50
20	83
14	116 15 75 41 27 77 64
16 5	32 54 15 24 156 80 68 33 25 30 87
62 37 10 20	116 24 118 208 119 156 27 83 85 233 135
80	11
52	243 175 60 48
110	169 200 171 293
6 359	15 101 67 89 44 38
45 47 82 67	32 108 67 120 113 94 78 115
52	40 186 153
17 5	180
111	0 103 8 25 38 138 45 234
111	15 57 41 211 174 107 48 45
112	19 8 60 130
2	12 15 101 16 67 89 112 120 27 71
54 98 10 0	15 100 90 118 89 68 85 102 18
48	0 54 15 101 80 44 2 294 6 7 17
0	23 51 15 16 80 2 147 295 38 6 29 85 10 45 18
65 67	161 67 89 38 76
73	67 41
58	88 133 78
24	73 296 16 206 157 83 297
43	32 54 16 68 41 61
43	195
103 0	119 101 216 89 295 41 83 28 71
112	23 32 12 15 101 16 80 44 38
359	8 67 38
67 33	180 54 15 101 89 178 41 59 113 181 71 115 17 61 46
53	144 60
88	285
55 75 359	32 116 54 15 298 133 299 94 61
31	0 300 54 15 101 2 3 38 239 5 301
16	95 15
54	33 302 303 6 130 304
26 113	103 108 73 101 16 67 171 33 243 305
82 44	202 300 12 262 108 110 160 83 301
15	281 100 73 171 243 192 60 102
42 11	306
103	100 206 102
54 0 20	0 15 24 33 28 37
52	51 15 68 41
98 35 359 0	32 116 108 15 16 89 136 68 41 227 27 83 85 45
114	116 52 53 16 189 91 210 41 137
7 15	307 101 33
115	116 68 239 27 87
33	124 125
58	11 284
28 34 69 20	118 92 83
107	186 143
54 359	0 148 32 54 15 8 298 80 44 2 33 38 6 299 94
12	202 180 308 309 213 15 310 90 119 67 91 39 40 172 63 311 312 239 98 122 175 60 130 181 313 48 233 50
116	54 90 314 143 203 83 133 61
43	54 8 9 16 38 10 37 315
117	116 108 15 24 316 80 88 81 33 110 14 218 27 28 30 84 85 31 317 135
78	148 256 318 319 320 36
359	32 90 184 160 227 27
14	15 41 27 45
118 75 116 69	32 116 83 61
14 119 5	116 15 118 75 41 83
56 6 14	124 15 321 96 39 48 50
0	23 100 112 295 322 93 102
45	180 323 16 198 181
51 6	54 15 24 8 69 67 39 80 120 68 38 58 6 50
98	15 16 89 251 57 41 45
58	116 24 8 69 208 156 38 218 27 133 28 135
31	8 9 16 38 10 66
0	15 100 80 150 13 38 102 17 87
5	219 51 8 9 101 16 189 89 221 41 30
79 11 359	148 229 15 251 4 324 325
14 120	15 169
59	51 15 8 156 250 38 27 85 86 248
63 29	116 15 118 41 27
9 10 11 359 20	101 16 81 317 17 234
121 31 78	34
26 5	149 285 52 16 91 185 57 326 283 26 227 83 174 327 66 18
35	328 213 15 40 186 173 25 143 94 71
41 102	149 329 330 16 185 41 63 106 238 227 331 332
8	249
81 73	116 207 24 8 156 150 2 198 84 78
41 84	148 165 59 203 83 107 333 94 334
88 122 8 15 66	19 8 335 60 130 50 264
36 64 0	183 15 100 90 80 150 240 153 38 198 58 272 336 102 37 325 46
3 4	108 15 24 118 119 216 186 187 28 30 164
71	54 8 39 40 153 58 122 59 94 49 37 50
36 77 0	12 15 67 88 252 6 94 37 164
7 16	8 49
45 49 19	124 67 80 75 38 160 6 60 130 48 50
53	73 75 255 243 206
62	100 208 67 112 44 25 206 102 49 78
66	99 51 54 186 173 28
6	15 67 56 17
59 65 29	337 24 118 75 187 83 77 94 78 87
5	202 180 32 16 239 181
31 77	51 15 89 251 7 37 275
123	15 9 242 243 130
35	54 108 16 94 71 61
16	274 24 8 69 321 127 67 13 85 78
11 0	0 124 103 165 24 8 96 67 39 80 88 3 186 153 338 38 58 232 83 5 247 6 60 130 48 7 71 78 50
106 4	15 8 118 68 239 223 64 339 85
43 68	11 27
6 23	12 54 15 24 8 9 298 16 80 44 2 41 38 218 133 340 94 10 45 135 17 61 18
359	116 15 41 27 85 71
6	0 103 15 8 101 67 80 5 76 6 17 46
53	116 15 24 8 16 68 41 25 38 27 84 71 78
13	116 197 69 291 27 86 158 66
7	151 229 15 189 80 10 45
49 19	148 47 341 38 175 6 342 10
41 98 53 0	15 88
33	116 15 101 16 89 112 41 27 71 78
73	24 69 118 67 120 75 38 206 223 244 78
6	1 127 39 40 153 49
49 4	116 15 69 16 68 64 85 71
40	116 15 100 118 83 102
55	54 76
67	16 56 68 137 59 77 42 6 61
5	116 80 81 41 160 27 247 84
0	51 149 95 39 41 85
43 98 4 20	15 16 89 57 41 107 135
5	125 73 343 318 171 75 92 41
56 124 51 31 14 15 5	124 344 8 194 60 345 48
43	15 24 28 30
42 125	346 135
19	109 45
0	23 15 347 80 2 166 86
15	168 311 243 192
0	51 165 95 96 83 85
43	83
62	67 41
79	116 24 120 27 195 113 115
53	116 24 16 136 68 38 85
16	307 144 67
122 5	47
82	180 12 15 107 71 45 234
53	140 88 206 60 48 50
5	116 51 337 15 118 80 83 77 30 18
58	180 15 348 150 44 2 38 76 179 181 17
126	349
5	350 171
82 13	180 32 15 24 64 181
127	124 40 13 92 33 258
18	51 15 16 89 251 27 45
63 33	116 15 16 89 68 41 211 45
128	271 124 207 69 119 216 351 120 191 352 84 78 17
31	230 152
0	23 353 100 127 22 354 355 86 102 37 87
27	54 15 90 118 16 89 111
129	51 89 120 28 30 114 78 17
50 16	15 41 38 49 71
359 5	54 89 38
98	116 100 142 120 41 27 85 102 71 17
36 0 21	23 183 15 100 80 240 110 245 27 272 6 29 85 86 102
79 3 14 16 11 359	116 197 207 24 80 150 88 81 33 218 27 28 30 84 85 78 135
84	116 15 24 39 81 41 27
27 23 5	15 41 77
82 10 359 4	15 57 38 211 27 85 10
51	19 60 50
23 106 14	356 100 80 13 240 2 102 87
0	12 100 205 41 357 85 102 37
6	11 8 67 44 57 38 58
98	167 358 73 96 359 81 33 153 143 35 94
130	44 38
14	116 117 51 15 119 81 75 41 121 27 83 30 85 78
24	124 95 9 33 206 157 360 297 60
53	165 96 127 39 40 153 83 60 49
131 0 52	51 54 165 144 95 15 127 39 40 153 83 6 60 48 85
5	99 32 54 361 15 16 189 185 68 283 187 160 61 87
98	219 16 41
111	180 15 67 181
102	52 16 81 75 68 78 87
41	116 12 15 24 9 89 250 57 68 41 211 27 10 45
124 51	362 337 15 241 363 67 88 44 153 228 306 27 6 139 84 364
103 5	117 15 119 75 280 187 121 83 78
24	140 8 73 9 16 67 171 38 311 305 365
79	160
52	124 165 8 127 221 243 206 21 83 60 48 158 264 164
103 80	337 15 24 75 187 83 77 64 94 78 87
124	34 175
23 69	117 118 16 41 27 83 111
35 116	15 90 118 16 41 38 37
0	96 366
13	15 127 89 367 68 368 160 64 66
17	151 52 16 261 33 210 41 137 106 27 369
23	116 142 90 118 156 16 57 41 27 83 30 111 135 18
79	32 15 16 89 38 76 10
54	32 15 90 33 186 6
63	23 100 256 43 347 370 366 295 166 102 65 66
104	8 156 27 30
76	177 51
57	33
49	180 100 192 206 83 324 181 102 146
12 103	32 15 80 33 153 204 37 17
0	161 15 80 366 41 27 45
64	204 48
20	116 108 15 24 41 18
76	280 306
132	148 23 371 286 184 91 41 98 27 166 28 45
5	15 118 16 89
31 48	54 15 80 2 153 26 94 7
133	151 95 15 372 107 373
6	32 116 15 118 208 41 37 46
24	73 126 53 200 171 41 243 107 130
36 24 0 52	212 85
76	206 93
67	15 16 311
40	51 73 119 216 120 60 30 85 78
83	23 203 7 71 45 17
14 0	15 24 142 69 90 80 41 27 64 85 17
0	161 12 15 100 8 295 41 85 102
104 5 92	15 118
359 20	208 31
134	23 32 116 72 15 27
5	16 80 38 78
6	67 44 25 38 324 49
53 0 21	67 38
108 26	95 258
67	56 57 41 60 49 50
79	116 119 120 218 121 27 77 84 78 135
24	32 374 54 15 341 2 3 153 25 38 5 94 375
79 2	116 15 24 16 44 68 212 71 17
124	376 108 125 353 377 16 200 88 354 311 93 355 6 60 345 378
135 66	148 32 15 100 69 90 118 119 16 44 81 75 33 35 379 6 84 176 102 78 87
79	116 51 15 147 41 252 27 85 45
116	118
108 17 26	380 32 219 116 11 53 16 136 27 248 78
43	381
79 65 77	382 11 118 67 80 41 143 239 206 227 83 301 263 85 46
63 35	109 348 91 185 110 106 238 160 83 77 146 135 18
114 22	32 116 108 15 16 88 120 218 27 76 135 17 87
16	15 119 75 83 176 233
30	184 189 38 154 66 18
5	151 383
107 5	280
58	12 112 384 385 41 357 38 203 37 234
106	202 32 307 124 15 100 24 8 73 69 9 119 156 67 200 150 44 81 2 75 33 38 206 244 77 30 84 48 233 102 78 87
83	51 83 30
120	95 15 41 30 85 78 17
84 115 45 136 137 138	323 108 118 67 92 227 85
0	32 15 16 89 112 68 41 27 85 71 158
73	15
0	103 54 55 15 100 16 80 13 38 386 102 17 387
359	15 96 169 171 81 33 186 173 143 98 35 60 299 37
36	32 54 15 24 80 44 33 38 204 17
39 69	51 15 33 84
100	0 148 15 28 6
6	95 87 46
94 67 21	388 15 101 150 230 228 389
7	48 131
36	116 24 347 16 41
14	116 51 69 251 147 41 182 85
49	40 250 206
359	124 39 33 85
54 78 359	32 54 15 90 80 6 155
52	124 67 56 41 48 49 50
36	67 68 49
81	32 116 15 24 69 16 68 41 27 28 30 84 78 164
7 11	390 49
41 53	32 54 15 100 8 156 16 189 80 57 33 41 59 83 77 60 48 102 49 45 50
359	161 54 15 142 38 27 133 46
16	15 8 85 111 248 78
51 116	165 125 127 83 60 48
88	73 171 243 391
53	177 12 362 15 100 89 44 25 102 71
111	12 15 8 67 44 25 38 37
58	15 16 38 59 76 45
14	51 15 24 81 28 30 85
93	32 116 15 8 9 16 189 68 218 27 135
20	16 61
93	109 27 18
111	148 15 8 56 57 58 60 48 50
16	83
6 359	161 51 103 15 142 80 38 85
139	15 100 227 102
359	32 15 8 90 89 38 64 71
40	15 111
27	116 117 51 316 280
67 17 5 0 19	32 116 350 15 73 298 101 53 16 91 136 171 57 33 159 41 27 77 263 48 87
5	67 89 80 2 6 7
5	219 15 118 16 189 89 78
18 75 10 16 33 48	54 15 56 41 59 7 49 71 45 17 46
140 0	262
102	108 118 16 41 203 83 263 30 85
359 0	229 392 91 393 394 395
3 11	15 118 16 185 68 64 78
62	208 15 208 44 26
61 30	185 137
6 359	92 173 143
43 141 19	109 15 371 347 16 370 68 371 396 18
47 53 16	32 12 15 16 41 228 27 71 37
8	9 189 33 157 297
359	161 11 12 15 38 46
40 106 14	376 282 108 67 88 187 6 84
25	8
24	153 94
122	116 15 16 41 14 27
0	309 144 16 27 397 85 86 248 17 87
23 14	15 24 27 85 17
14	51 83
7	15 44 6 155
82 4	15 44 228 27
47 49 35	16 106
20	177 12 15 41 38 27 7 46
108 28 26	16 187 27 28
13 0	148 23 309 256 347 189 136 160 27 272 138 166 66
5	124 95 60
53 52	243 60 398
41 67 19	148 32 11 262 15 16 44 57 399 159 38 239 107 146 400 66 18
6	99 7
111	19
14	92 306 83
30	0 32 219 116 144 24 16 189 68 154 78 87
53 359	382 54 401 301
42	0 32 103 54 15 208 44 228
54 359 0	161 402 15 100 24 80 27 85 102
6	12 15 156 112 44 41 25 71 37 45
8	15 100 41 38 102 49 45
44 120	161 90 118 41 38 27 83 85 111
0	178 366 10
45	194
69	116 15 118 41 27
0	108 15 100 118 16 74 295 85 111 102 37 61
50	0 161 32 54 1 15 39 80 403 3 41 38 26 27 5 6 94 71 17 61
13 52	19 165 206 83 60 48 78 50
6 359	0 99 51 7 37
142	118 57 258 18
143	91 316 136 185 83
49	202 180 32 101 63 239 181 299 7 71
36	13 41 7 87 46
40 44 103 14 4 0	15 118 80 28
79	54 15 24 25 27 85 71
144	404
122	116 51 15 184 89 405 178 57 68 176
74	85
14 359	116 15 24 27 28 85
98	180 116 15 156 16 295 110 41 27 83 77 181 18
145 62 10 48 146	380 69 127 16 228 38 21 71 78
47 16	148 54 15 58 36 48 49 46
72	281 192 258
85	180 12 9 91 185
48 77	15 89 25 37
58	91
116	116 54 165 96 153 59 83 60 37
18 21	160
13	0 161 202 54 16 80 403 2 68 38 5 76 406 407
6 16 48 359	161 51 15 118 67 83 30 111 37
24	67 255 93 129 365
78	0 300 54 15 41 301
104	219 15 8 101 156 67 120 38 198 78
79	67 41 259 27
49	76 175
7 8	151 248
73	116 197 162 337 15 207 24 119 22 150 120 191 41 160 121 27 28 30 84 408 158 78 87
22	20
147 148	103 409 24 410 341 228 63 154 98
108 26	151 32 219 15 53 16 189 261 68 340
91	15 27 223 64 84 85 87
94	144 15 24 80 17
52	40 186 143
22	32 15 189 17
40	24 69 120 191 182 28 114 84 78 17
359	0 202 32 12 54 15 8 9 90 298 16 25 38 28 64 299 94 10 71
0	23 15 8 16 189 80 366 41 38 138 64 29 66 18
5	144 69 81 28 77
67 359	161 12 15 142 120 25 27 49 78 45 46
124	51 144 243 206 60 48 85
76	148 15 16 6
40	51 207 8 22 150 27 83 28 85 111 86 87
149	15 226 57 41 26
116	300 54 55 90 25 83 301 304 18
31	0 177 161 54 15 101 80 2 41 25 94 71
6 10 16 150	161 32 54 165 96 153 83 46
24	161 32 54 15 89 80 2 28 94 61
47	300 337 165 36 83 301 6
48	32 54 16 94
10	15 81 41 182 27 83 28 30 85 86
53	116 165 309 39 83
31	0 100 80 102 37
35	106 83
88 123	124 8 9 126 127 335 67 243 130 411 225
5	180 24 73 69 171 173 83 60 30 181 78 87
53	15 73 39 41 27 6 131 50
43 18 141 133 20	11 51 15 89 251 107 275
36	108 41 322 85 66
32 5	207 8 119 216 120 158 78 264
40 23	307 197 207 24 118 119 163 412 191 187 30 233 78
6 16 48 11	12 54 100 38 7 102 37 46
151	97 413 27 134 414
6	300 15 25 301 49 45
85	99 32 358 73 16 91 39 153 204 61
359 0	415 416 417 418 78 164
152	177 99 309 147
77	161 103 25 211 59 26
0	12 15 100 24 287 189 178 80 254 295 278 272 223 85 279 102
122	156
41	95
42 5	202 116 15 16 67 41 198 419 263
53 75 16 116 0	420
153	54 100 89 41 83 102 37 46
77 5	293
67	161 32 89 41 37 61
8	309 144 16 67 91 421
47 100	109 16 27
52	96 41
14	280
53	32 54 67 42 6 48 94
0	15 211 60
67	148 161 15 38 59 26 45 17 46
0	262 422 100 347 423 370 110 27 138 102 66
67	161 15 16 41 38 85
56 52	190 73 39 40 211 424 83 60 37
35	68 160 27 135 18
0	286
41	12 425 24 9 16 91 68 107
82	116 51 15 24 16 80 3 25 5 71 66
5	180 15 118 185 110 187 181
131 116	118 83 94 87
53	54 165 95 39 40 153 426 83 129 48 85 78
6 3	0 54 15 80 2 76 6 37 46
120 0	45
28	15 81 68 137 160 203 27 133 204 84 87
65	206 244 111 78
359 13	161 298 101 89 33 25 28 71 37 46
112	130
5	202 32 116 108 15 24 16 68 41 239 27 30 71 87
31	161 32 15 24 101 80 81 25 27 28 30 85 94 7 71 17 61
359	15 37 46
10 154	32 116 190 15 16 33 186 30 37
18 21	309
137 29	119 216 111 18
98	23 32 15 80 205 25 29 94
23 19	32 15 16 89 68 84 17
359	165 96 39 88 83 85 46
5	15 89 68 275
58	362 89 13 297 135
52	190 165 96 41 83
6	148 54 15 101 89 41 59 299 49 37 17 61 46
67 11	26 138 66
155 77 0	161 15 24 80 41 38 17
63	15 90 189 41 427 18
156 50 359	116 15 8 119 216 120 41 27 83 30 71 37 78
116	99 15 45
12	116 15 207 9 16 41 25 218 27 28 86 71 45 135
0	15 100 90 295 41 27 102 18
116	382 124 401 301
67 3	23 116 15 118 41 369
359 0	23 32 12 15 100 16 80 41 29 85 86 102
122	151 32 15 8 286 16 89 38 10 17
14	116 15 41 283 160 83
124 157	15 428 429 430 413 172 147 173 255 154 304
66	0 32 54 15 298 96 168 16 91 80 81 33 186 173 143 187 35 83 94 37 87 46
42 0	161 23 108 15 24 64 29 30 114 85
49 57	148 32 116 54 15 90 184 16 91 39 239 83 17 61
14	116 15 207 41 27 85 7 71
5	202 15 101 16 91 33 340
51	206 93 48
42	161 23 32 51 90 101 16 67 251 120 33 179 114
25	219 28
67	161 116 362 15 100 91 38 27 102 71 135
56 65 82 50	1 15 8 156 67 68 153 38 30 71
29	92 280
0	100 90 118 6 102 37 18
23 106 73	119 120 75 84
17	215 107
109	246 116 16 33 41 78
13 0	116 15 41 27 60
359	15 101 89 44 38 59 27 7 71 45 46
43 359	116 11 54
111	0 12 54 15 80 88 2 38 94 7 71 46
8 0	0 184 68 66 18
0	23 15 16 372 431 295 41 27 373 45 18
20	15 90 118 119 216 75 83 28 30 84
47	54 15 16 91 185 137 211 83 432 94 78
7	151 107
115 63	116 11 54 90 118 80 41 27 83
359	90 298 41 27 433 18
0	180 12 100 41 27 181 102
51	124 165 126 286 156 39 40 243 122 83 60 48 131 85
16	402 15 100 67 44 38 59 27 76 102 248
66	32 116 51 54 108 1 165 55 90 96 16 189 171 40 33 41 153 83 432 60 48 85 94 49 37 78 61
14	36
63	161 116 90 118 16 89 136 295 41 143 38 263
359	12 15 16 178 68 41 26 45
12	170 303 304
103	116 15 118 16 41
67	116 15 112 27 71 45
31	23 15 44 386 46
117	197 15 207 150
79 67 158	38 27 71
98	51 90 27 18
53	11 103 347 67 41 239 36 419
6 359	44 49
67	110 153 138 10 17 66
27 14 29	108 15 69 187 160 28 86
31	124 127 44 93 130
108 26	16 41 26 27 83 10 87
55	54 15 28 30
5	186 280 143 258 83 111 78
23 14	17
53 52	165 73 96 127 39 153 83 60 158
51	90 129 85
67 89	197 207 8 221
23 359	161 23 15 142 80 41 27 85 45 17
107	148 434 319 336 395
43 13	54 15 56 57 41 59 26 27 435 45 46
36	116 15 251 83 85
65 62 6	23 15 67 80 38 203 7 71
16	116 15 429 9 119 16 89 68 41 25 27 28 64 233 71 135
25 108 83 26 5	108 83
93	15 27 76
32	162 207 24 69 127 156 150 221 41 21 158
52	190 165 96 153 83 6 60 48
15	190 124 1 95 125 73 90 200 171 40 153 311 60 48 225
103 19	163 383 394 110 106 160 27 83 77
90 120	180
6 359 20	51 54 15 41 27 83 85 71 18
23 14	116 15 24 27 85
359	148 8 9 44 38
123	32 54 15 8 97 16 91 4 153 27 76 264
53	16 67 40 206 244 129 48 50
51	190 96 6
65	112 27 76 113 115
85	180 32 54 15 24 16 91 172 68 33 228 27 133 28 181 94
18 20 21	309 144 101 41 239 66 18
41	116 15 24 16 89 136 57 68 41 27 18
108 26	11 436 118 89 68 33 83 107
100	19 321 50
29	32 16 68 154 71 78
131 116	90 39 25 211 36 107 94 49 17 61
58	44 38 59 27 71 135 46
51 18	32 54 15 90 67 33 38 6 155
52	126 96 40 159 153 206 42 60 48 49
5	15 16 189 41 38 107
79 42	15 437 28
66	169 16 81 172 33 173 153 143 98 175
159	125 9
87	153
10 154	180 150 181
39 40	15 24 118 30
14	15 100 16 74 33 25 102 49
34	11 337 285 184 91 226 92 110 137 107 18
14	15 24 27 85
109	8 221 228
5	16 89 76
31	0 32 300 54 1 15 16 68 63 98 301
24	116 15 16 57 341 223 78
108 26	52 16 41 83 78 87
24	438
98	51 15 377 251
36 0	366 41 278 279
359	0 32 15 142 90 298 16 85 299 94 46
7	16
51 53	190 165 15 8 153 21 83 60 48 264
64	124 39 60
23 359	380 151 116 54 15 90 298 118 16 89 80 33 110 210 385 221 41 143 27 263 30 78 17 46
36 79 42	161 23 15 101 89 120 27 133 76 114
67	15 41 25 38 49 87
88	243 60 130
0	15 100 189 102 37 18
60	106 238 60
19	124 125 199 90 81 75 28 129 6 60 130 48 37
12 52	32 190 73 96 169 39 200 171 40 41 153 83 77 60 48 50
5	92 143 206 60
143	439 172 440 441 42
60	116 9 263
111	362 8
20	51 15 89 64 71 275
160	246 12 15 250 57 68 210 59
359 0	15 24 38 85 71
40 23 14	100 242 147 206 85 102
66	54 15 156 16 68 41 27 64 85
0	15 189 386 27 45 18
67 5	151 32 15 24 101 169 204 17 87
111	195
116	124 153 130 131
359	38 71
5	340
39 47	95 321 96 67 41 85 49
10	180 181 387
359	116 402 15 24 208 80 81 33 27 204 85 317
67 5	161 15 41 38 85
161	47 297 270
90	108 16 91 185 227
3	402 103 15 178 3 41 5
41	148 103 54 8 67 178 56 44 41 25 239 59 36 113 94 49 45 115 17
17	116 15 16 67 89 41
111	55 208 101 89 44 41 49 45
0 20	116 15 24 16 68 41 160 27
8	32 16
39	118 96 75 27 85
5	16 159 78
